Principal Component 1,Principal Component 2,target
-1.760937382705587,2.1067222723537737,Turgenev's Works
-1.712361350514811,-4.655320683185336,Turgenev's Works
-1.21725358791814,-0.44964275344300514,Turgenev's Works
-0.0607161246492807,-0.040027526727644654,Turgenev's Works
1.439674978630517,2.499056345164868,Turgenev's Works
-0.6203589499158195,0.4188738497108376,Turgenev's Works
0.9893909786123647,-0.6436596308767781,Turgenev's Works
-0.9984644696996796,0.5346217827324995,Turgenev's Works
-3.045147866122792,3.0721406515985747,Turgenev's Works
0.9303097797051588,-1.7724176861495031,Turgenev's Works
0.29575509094646296,-0.5875733079131427,Turgenev's Works
1.23552144864755,-2.3304754235314165,Turgenev's Works
-2.5602960048417707,-0.5123070394481457,Turgenev's Works
2.516151801913884,0.8023148416055701,Turgenev's Works
0.5858736789114831,-0.7515849697058647,Turgenev's Works
-2.629645344369478,-4.385300208704508,Turgenev's Works
-5.511902338520647,-0.45293294194435946,Turgenev's Works
0.38562800823808163,-0.016396210517786107,Turgenev's Works
-4.516601387150877,2.4369014751831797,Turgenev's Works
0.04894625537125969,2.215657409172091,Turgenev's Works
-0.7674369592377788,-3.1552416184973344,Turgenev's Works
0.6978383235672462,-1.6321434102069083,Turgenev's Works
-1.0281286557326392,0.3296031538876499,Turgenev's Works
1.5585173093511178,0.033972892814881035,Turgenev's Works
-0.584770725085817,-0.9967691009924405,Turgenev's Works
-4.772192925324084,-0.9834096420567465,Turgenev's Works
0.23912216353863416,-0.6271532952206925,Turgenev's Works
-3.903891991828924,2.677660673853352,Turgenev's Works
2.0360699577769017,-1.7967515188388707,Turgenev's Works
-1.3644850234396644,-4.103777092479092,Turgenev's Works
-2.6011310518252584,-3.7717066939659953,Turgenev's Works
-2.1454721707154056,1.6840987379772847,Turgenev's Works
-4.2938354604134155,1.8336243392080116,Turgenev's Works
0.7089961180227727,2.1396815997681666,Turgenev's Works
1.9331608845768362,-4.6925866614578515,Turgenev's Works
0.6125667005057859,1.0508487264253397,Turgenev's Works
-0.7665015579625173,4.446155047922374,Turgenev's Works
0.6939672270654408,-1.3821519075968138,Turgenev's Works
-1.00673195032502,1.7698868855724488,Turgenev's Works
0.8022529602642605,-1.606525528045775,Turgenev's Works
0.22346223137279705,1.1332115593432655,Turgenev's Works
-0.7268690333286212,-5.458039756555347,Turgenev's Works
-2.9667233429722897,0.8968881499118273,Turgenev's Works
-1.063931401625931,-1.136942595093669,Turgenev's Works
-0.37678035390641246,6.54397047681042,Turgenev's Works
-3.6045146362667357,-1.3160248021643455,Turgenev's Works
-0.5507810507290819,-4.027555812084819,Turgenev's Works
2.689989672749544,-1.5090100896804746,Turgenev's Works
0.8821518336822964,-1.7516998317239767,Turgenev's Works
0.4193402240793995,3.9088756723007188,Turgenev's Works
1.2557873473301173,4.231607508871467,Turgenev's Works
-0.43319974358151986,0.9423946241550756,Turgenev's Works
-3.711566546586462,1.0289481763873767,Turgenev's Works
1.4054228850241304,4.421828028336014,Turgenev's Works
0.6194236836862185,2.509268625553606,Turgenev's Works
-1.2417417481424862,1.8232739845322847,Turgenev's Works
-1.2504631828723403,-0.3227264697909939,Turgenev's Works
-4.938490887712496,-2.077400072817274,Turgenev's Works
-0.6450500654274374,1.7592578806151966,Turgenev's Works
-4.303375290121301,-2.3635678738948713,Turgenev's Works
-0.036072851005567126,0.3620547461833896,Turgenev's Works
-3.5208628010423495,1.2014497715230854,Turgenev's Works
-0.09141554157506972,-0.868983614703062,Turgenev's Works
-1.0531895753966924,0.5710882564699529,Turgenev's Works
0.39359656601035864,-3.059412018763767,Turgenev's Works
1.3247397944410604,2.064300789533622,Turgenev's Works
-1.8041900227406442,3.1670300256612993,Turgenev's Works
0.3402995784814033,4.124966876582809,Turgenev's Works
-2.046130996373152,-0.45586476662902603,Turgenev's Works
-1.4202560566641789,2.402993624105572,Turgenev's Works
-3.2574729840133414,3.0579959821186686,Turgenev's Works
-2.5420888513010023,-1.0831346629700707,Turgenev's Works
-2.3480869399280055,-3.6956744279979064,Turgenev's Works
-0.9081827502400815,-2.2142698659525006,Turgenev's Works
-2.196809422191023,-0.2834008675232473,Turgenev's Works
-0.6474380508459507,-0.8813515530080375,Turgenev's Works
-5.24635424120016,-2.023458595485543,Turgenev's Works
0.6372934630395204,5.071115087294681,Turgenev's Works
-2.671067256722369,0.6968155832786015,Turgenev's Works
-2.341752667114667,1.4048303292117093,Turgenev's Works
-3.588159304103437,0.2351190055617479,Turgenev's Works
0.023273102904900745,0.32628630028017136,Turgenev's Works
-1.7585135003287011,-3.009742316804037,Turgenev's Works
-0.8616188174979349,0.11904484818268438,Turgenev's Works
-3.417974399836508,1.958375077889314,Turgenev's Works
-0.2664437789317426,-1.6709948710086164,Turgenev's Works
0.09701651439269579,2.092162172838813,Turgenev's Works
-0.32736580622063455,2.0269559126968915,Turgenev's Works
-0.885621412174715,0.515471611189747,Turgenev's Works
2.0155540776460215,-0.7606945883950065,Turgenev's Works
1.289200217072643,3.4568198359907987,Turgenev's Works
-1.135895411855624,0.8954402571437061,Turgenev's Works
-5.796589236466997,-3.6722498650530384,Turgenev's Works
-1.2420568417380322,3.4932299915860114,Turgenev's Works
5.401197123056494,-0.4340572815019103,The Sun Also Rises
4.632037493453072,-1.2215155699920899,The Sun Also Rises
2.9032065448010522,-2.9753845415461635,The Sun Also Rises
4.619840435845253,-0.06442428026256825,The Sun Also Rises
5.5880027962358385,-1.7401728830025267,The Sun Also Rises
4.148136184109309,-1.4700928870624428,The Sun Also Rises
7.048324146648121,-0.2298489995359177,The Sun Also Rises
1.5679566856793696,-0.9046372014064147,The Sun Also Rises
6.018049844514345,-2.569368784463278,The Sun Also Rises
6.285047755069857,0.5729023882001556,The Sun Also Rises
5.208052676393514,1.0352383960058822,The Sun Also Rises
3.117740385520461,-3.212897127299688,The Sun Also Rises
5.086205532933267,-1.998165319911627,The Sun Also Rises
1.0379117527579111,-4.8046567078799916,The Sun Also Rises
2.821876464171831,-0.011292564310294144,Hemingway's Prior Works
4.292869435068817,0.4814956900214892,Hemingway's Prior Works
3.0319984300796228,-0.7601572374559254,Hemingway's Prior Works
6.08475857744537,3.3769851517127965,Hemingway's Prior Works
4.203664751957828,0.8710707604199784,Hemingway's Prior Works
5.919909681096705,1.6003212524336108,Hemingway's Prior Works
4.750278524684209,0.9518204593511472,Hemingway's Prior Works
